xpoints,ypoints,filename
"1999.999755859375,2576.47021484375,2599.982921525103,2023.512462540728","141.17645263671875,7.843136787414551,109.5010062120666,242.8343220613708",PM-BB-TOWER-0017-C1-M-I(9).JPG
"1957.25537109375,2006.656982421875,2007.0323618765399,1957.6307505484149","2495.97021484375,2495.59033203125,2544.4063071417922,2544.7861899542922",PM-BB-TOWER-0014-C1-B-I(1).JPG
"1838.8446044921875,1830.39990234375,1620.0367352839971,1628.4814374324346","60.24009704589844,250.95040893554688,241.63547325524905,50.925161365600616",PM-BB-TOWER-0009-C2-B-I(5).JPG
"1643.1373291015625,2003.9215087890625,1965.8412802949442,1605.0571006074442","905.8824462890625,890.196044921875,14.358197988960114,30.044599356147614",PM-BB-TOWER-0014-C2-B-I(10).JPG
"1320.2613525390625,2385.62060546875,2394.7505733127587,1329.3913203830714","2708.495361328125,2747.711181640625,2499.681288499134,2460.465468186634",PM-BB-TOWER-0016-C1-B-I(13).JPG
"1929.0023193359375,2062.961669921875,2072.7878944294334,1938.8285438434957","1046.1259765625,1077.645751953125,1035.8842026580862,1004.3644272674613",PM-BB-TOWER-0011-C1-T-I(6).JPG
"635.6268310546875,751.1508178710938,751.5752790788055,636.0512922623992","2699.626220703125,2698.8662109375,2763.3857121092224,2764.1457218748474",PM-BB-TOWER-0010-C1-0-TB(8).JPG
"1772.549072265625,2784.313720703125,2713.4461281016215,1701.6814796641215","1145.0980224609375,1494.1175537109375,1699.5539791662022,1350.5344479162022",PM-BB-TOWER-0006-C2-B-MJ(1).JPG
"3378.46435546875,3469.773193359375,3456.7898422807157,3365.4810043900907","1796.9400634765625,1781.106201171875,1706.235353105486,1722.0692154101735",PM-BB-TOWER-0018-C1-B-I-BHOPAL(5).JPG
"1889.8974609375,2044.7176513671875,2037.1917647841124,1882.3715743544249","2354.072021484375,2301.99609375,2279.6218558893306,2331.6977836237056",PM-BB-TOWER-0019-C1-T-I(13).JPG
"1947.786865234375,1999.100341796875,1996.8349861287504,1945.5215095662504","636.7445068359375,631.2466430664062,610.1032899651084,615.6011537346396",PM-BB-TOWER-0009-C1-B-I(11).JPG
"1407.84326171875,2113.7255859375,2048.7653115896474,1342.8829873708971","1482.352783203125,1607.843017578125,1973.2444344049072,1847.7542000299072",PM-BB-TOWER-0010-C1-0-TB(5).JPG
"2198.275390625,2250.808349609375,2253.9773727011893,2201.4444137168143","2245.709716796875,2242.20751953125,2289.7428659084626,2293.2450631740876",PM-BB-TOWER-0007-C1-0-EP(1).JPG
"2552.734375,3720.702880859375,3615.1255414078073,2447.1570355484323","1328.125,1648.4376220703125,2033.4084253275987,1713.0958032572864",PM-BB-TOWER-0002-C1-0-EP(3).JPG
"1690.1961669921875,1729.4119873046875,1902.7308828673422,1863.5150625548422","1023.529296875,1345.0980224609375,1323.96150598919,1002.3927804032525",PM-BB-TOWER-0014-C2-B-I(8).JPG
"1834.5501708984375,1760.478759765625,1726.1362077388283,1800.2076188716408","31.71678352355957,164.09999084472656,144.88455301086674,12.501345689699743",PM-BB-TOWER-0017-C2-B-I(3).JPG
"687.3304443359375,1218.74072265625,1211.561561901146,680.1512835808335","1497.5567626953125,1463.507568359375,1351.4614571552277,1385.5106514911652",PM-BB-TOWER-0011-C1-M-I(3).JPG
"1860.3992919921875,2231.59619140625,2226.1258152761143,1854.9289158620518","1074.7449951171875,1106.6661376953125,1170.278730921427,1138.357588343302",PM-BB-TOWER-0005-C2-T-I(2).JPG
"699.9999389648438,2276.470458984375,2379.38631681302,802.9157967934891","1343.13720703125,1205.8822021484375,2387.943403107218,2525.1984079900303",PM-BB-TOWER-0015-C2-0-TB(5).JPG
"1494.117431640625,2535.2939453125,2546.086407838126,1504.9098941662512","2694.1171875,2739.215087890625,2490.0491974825272,2444.9512970919022",PM-BB-TOWER-0014-C2-T-I(4).JPG
"503.1077880859375,781.8245239257812,789.1339730144327,510.41723717458905","2429.017822265625,2407.129150390625,2500.203129589122,2522.091801464122",PM-BB-TOWER-AP1-C1-0-TB(5).JPG
"1171.197998046875,1197.9508056640625,1281.2166868407621,1254.4638792235746","857.2820434570312,949.7012329101562,925.5980557087843,833.1788662556593",DJI_20240112164700_0162_V.JPG
"1974.3868408203125,2095.4228515625,2098.6358020117036,1977.5997912695161","1149.833251953125,1163.071533203125,1133.6959142885519,1120.4576330385519",PM-BB-TOWER-0014-C2-T-I(8).JPG
"1819.60791015625,1878.431396484375,1583.1793531588899,1524.3558668307649","156.86276245117188,2968.627197265625,2974.8040143271346,163.03957951268143",PM-BB-TOWER-0010-C2-T-I(1).JPG
"1799.9998779296875,2207.84326171875,2091.975263952015,1684.1318801629527","376.4705505371094,564.705810546875,815.753336284598,627.5180762748324",DJI_20240112111018_0075_V.JPG(1).JPG
"1662.926513671875,2176.65234375,2187.2669065442883,1673.5410764661633","2654.77001953125,2611.6328125,2738.0428296914656,2781.1800367227156",DJI_20240111150546_0023_V.JPG(1).JPG
"1342.7598876953125,1612.72119140625,1602.5949823904266,1332.633678679489","1065.1544189453125,1025.93701171875,956.231113728901,995.4485209554636",PM-BB-TOWER-0018-C2-0-EP(2).JPG
"2686.2744140625,3564.70556640625,3527.3134815485882,2648.8823292048382","1450.98046875,1564.7060546875,1853.5273601068675,1739.8017741693675",PM-BB-TOWER-0006-C1-M-I(7).JPG
"1247.0587158203125,1964.7056884765625,1938.4996575982752,1220.8526849420252","2176.470458984375,2070.588134765625,1892.9694541793833,1998.8517783981333",PM-BB-TOWER-0011-C1-B-I(1).JPG
"1196.078369140625,2066.666748046875,2086.260040604979,1215.6716616987292","2423.529052734375,2545.097900390625,2404.784875018958,2283.216027362708",PM-BB-TOWER-0012-C1-M-I(10).JPG
"1983.79931640625,1985.6234130859375,1959.3157967621298,1957.4917000824423","810.22412109375,863.1219482421875,864.0291241731022,811.1312970246647",PM-BB-TOWER-0009-C1-M-I(11).JPG
"1334.154541015625,2428.431884765625,2412.84855047812,1318.5712067281202","937.22412109375,894.8819580078125,492.15124214217684,534.4934052281144",PM-BB-TOWER-0012-C1-M-I(2).JPG
"3544.8896484375,3541.631591796875,3466.328448417273,3469.586505057898","1464.10693359375,1521.9364013671875,1517.6938946349962,1459.8644268615587",PM-BB-TOWER-0018-C2-B-I-BHOPAL(7).JPG
"1673.2025146484375,2305.0107421875,2334.2960155688797,1702.4877880298172","2593.681884765625,2519.607666015625,2769.3933131722006,2843.4675319222006",PM-BB-TOWER-0004-C1-0-TB(8).JPG
"1209.3616943359375,1625.264892578125,1611.1615577037112,1195.2583594615237","1437.783935546875,1382.470947265625,1276.426738438499,1331.739726719749",PM-BB-TOWER-0012-C2-M-I(1).JPG
"1883.590576171875,1494.4571533203125,1499.0695686225697,1888.2029914741322","2364.247802734375,2420.185546875,2452.2720205387945,2396.3342763981695",PM-BB-TOWER-0014-C1-T-I(6).JPG
"1007.8430786132812,2107.8427734375,2280.2718376847906,1180.2721428605719","1192.1568603515625,970.588134765625,1826.629155668998,2048.1978812549355",PM-BB-TOWER-0012-C2-0-TB(12).JPG
"1774.2191162109375,2225.078369140625,2246.6736659504895,1795.814413020802","145.41171264648438,227.11109924316406,107.93713977935964,26.237753182679953",PM-BB-TOWER-0009-C2-M-I(16).JPG
"1058.823486328125,2823.529052734375,2937.9798937348482,1173.2743273285982","1270.9046630859375,1023.845947265625,1841.3521644529083,2088.4108802732208",PM-BB-TOWER-0006-C1-0-TB(11).JPG
"1007.52392578125,2162.1064453125,3125.2011205532303,1970.6186010219803","722.2982177734375,2745.553955078125,2195.958441182336,172.70270387764845",PM_PB_TOWER_389_C1_R_LSP_5_1_.jpg
"1858.8233642578125,2203.92138671875,2202.363489044955,1857.265466584017","1035.2940673828125,1043.13720703125,1111.6846804311867,1103.8415407827492",DJI_20240111152502_0155_V.JPG(1).JPG
"2349.83203125,2314.5380859375,1913.0643567724303,1948.3583020849303","1928.453857421875,2320.61083984375,2284.478391674527,1892.3214092526516",PM-BB-TOWER-0018-C1-M-I-BHOPAL(1).JPG
"1973.0721435546875,1576.1695556640625,1581.44876117296,1978.351349063585","2358.049072265625,2409.421142578125,2450.208487058148,2398.836416745648",PM-BB-TOWER-0011-C1-B-I(15).JPG
"1739.266845703125,2336.391845703125,2338.7066971012464,1741.5816971012462","382.36248779296875,392.86907958984375,261.3082777783294,250.80168598145443",PM-BB-TOWER-0013-C1-T-I(13).JPG
"380.3926086425781,3937.255126953125,3905.702854097412,348.840335786865","2294.117431640625,1784.3135986328125,1564.1757938111812,2073.979626818994",PM-BB-TOWER-0018-C2-T-I-BHOPAL(4).JPG
"2066.666748046875,2333.333251953125,2329.7223289677345,2063.0558250614845","141.17645263671875,129.41175842285156,47.564139531587855,59.32883374545504",PM-BB-TOWER-0013-C1-M-I(10).JPG
"1867.378173828125,1889.8974609375,1880.1904701846622,1857.6711830752872","2218.9560546875,2213.326416015625,2174.4971901146323,2180.1268287865073",PM-BB-TOWER-0019-C1-T-I(13).JPG
"1703.7037353515625,2871.459716796875,2911.707195517602,1743.9512140722893","2635.56591796875,2883.931884765625,2694.698091503363,2446.332124706488",PM-BB-TOWER-0011-C2-T-I(9).JPG
"1560.3837890625,1617.072998046875,1628.8405040226894,1572.1512950383144","646.365478515625,633.6593017578125,686.1605866213071,698.8667633791196",PM-BB-TOWER-0009-C1-B-I(5).JPG
"1851.138427734375,1974.2908935546875,1976.1820144088363,1853.0295485885238","1201.9586181640625,1210.0220947265625,1181.139243198756,1173.075766636256",PM-BB-TOWER-0009-C1-M-I(5).JPG
"1549.0196533203125,2058.8232421875,2048.742510986918,1538.9389221197307","282.3529052734375,243.1372833251953,112.08764827809853,151.30327022634071",PM-BB-TOWER-0019-C2-T-I(14).JPG
"2239.86474609375,2237.162109375,2670.6061663022456,2673.3088030209956","2551.3515625,2991.891845703125,2994.5509483287874,2554.0106651256624",PM-BB-TOWER-0012-C1-T-I(14).JPG
"2199.999755859375,1913.7255859375,2172.5308993256135,2458.8050692474885","1796.078369140625,2137.254638671875,2354.412990169609,2013.2367206383592",PM-BB-TOWER-0016-C1-0-TB(10).JPG
"1317.64697265625,2768.627197265625,2756.3927662834517,1305.412541674077","2572.549072265625,2623.529052734375,2971.742552450466,2920.762571981716",PM-BB-TOWER-0009-C2-T-I(8).JPG
"1541.17626953125,1431.3726806640625,1868.3650417063086,1978.168630573496","1756.8626708984375,2282.352783203125,2373.6643577245554,1848.174245419868",PM-BB-TOWER-0016-C1-0-TB(9).JPG
"331.15478515625,1189.5423583984375,1193.3218471372559,334.93427389506826","2719.3896484375,2736.819091796875,2550.681984620394,2533.252541261019",PM-BB-TOWER-0019-C1-B-I(8).JPG
"1357.8944091796875,1415.04833984375,1423.2552202893569,1366.1012896252944","765.4929809570312,775.2213745117188,727.0062737019394,717.277880147252",PM-BB-TOWER-0009-C1-B-I(5).JPG
"1128.9632568359375,2004.7822265625,1976.0843028852405,1100.265333158678","2342.776611328125,2218.59375,2016.197173858163,2140.3800351862883",PM-BB-TOWER-0019-C2-T-I(3).JPG
"1964.189208984375,2361.486572265625,2353.015153032516,1955.717789751266","1391.8919677734375,1416.2161865234375,1554.5833241962234,1530.2591054462234",PM-BB-TOWER-0016-C1-B-I(13).JPG
"74.50973510742188,313.725341796875,414.98110401666304,175.7654973272099","298.0390319824219,11.764525413513184,96.37547760942302,382.6499841783317",PM-BB-TOWER-0007-C2-J-JC-BOTTOM(2).JPG
"2002.7537841796875,2042.4605712890625,2041.9238061544456,2002.2170190450706","1016.1314697265625,1015.67333984375,969.1511204304958,969.6092503133083",PM-BB-TOWER-0013-C2-M-I(8).JPG
"586.14453125,631.3812255859375,634.6313257588181,589.3946314228806","899.037109375,893.2000732421875,918.3881626657379,924.2251987985504",PM-BB-TOWER-0008-C1-T-I-BHOPAL(1).JPG
"1401.480224609375,2473.15380859375,2477.4855198542214,1405.8119358698464","628.7803955078125,588.8553466796875,705.1277287443696,745.0527775724946",PM-BB-TOWER-0004-C1-B-I(8).JPG
"1705.8822021484375,2305.882080078125,2309.806496358241,1709.8066184285537","270.58819580078125,286.27447509765625,136.16562873253324,120.47934943565824",PM-BB-TOWER-0017-C1-T-I(14).JPG
"2051.685791015625,3017.767822265625,3017.2338587447935,2051.1518274947935","1519.8992919921875,1512.019287109375,1446.5558044733064,1454.4358093561189",PM-BB-TOWER-0009-C1-T-MJ(1).JPG
"1897.7593994140625,2347.862060546875,2343.007001739269,1892.9043406064566","32.87276077270508,41.38310623168945,298.16174110517125,289.65139564618687",PM-BB-TOWER-0016-C1-B-I(14).JPG
"537.2546997070312,3796.077880859375,3307.423031830355,48.59985067801125","235.29409790039062,1607.843017578125,2768.0492053270937,1395.500285649359",DJI_20240120110908_0015_V.JPG
"2141.913818359375,2652.140869140625,2644.406780868126,2134.179730086876","22.003772735595703,66.65682220458984,155.0302053595108,110.37715589051666",PM-BB-TOWER-0014-C1-T-I(10).JPG
"1954.053466796875,2053.282470703125,2057.2444238448934,1958.0154199386434","1981.92529296875,1971.7105712890625,2010.1982243166228,2020.4129459963103",PM-BB-TOWER-0015-C2-0-EP(1).JPG
"1956.592529296875,1720.477783203125,1748.0128753137044,1984.1276214074544","2361.4169921875,2544.836669921875,2580.282383068164,2396.862705333789",PM-BB-TOWER-0016-C2-B-I(7).JPG
"988.2353515625,3009.803466796875,2979.601214755962,958.0330995215867","2080.392333984375,1794.117431640625,1580.8402311794102,1867.1151335231602",PM-BB-TOWER-0018-C2-M-MJ(1).JPG
"2325.490234375,3941.176025390625,3922.0374638486105,2306.3516728329855","1599.9998779296875,1749.01953125,1956.5217046542393,1807.5020513339268",PM-BB-TOWER-0011-C2-B-I(9).JPG
"1370.6600341796875,1526.9100341796875,1455.8060733570771,1299.5560733570771","452.2569580078125,491.3194580078125,775.7353012982536,736.6728012982536",PM-BB-TOWER-0002-C2-0-TB(9).JPG
"513.2028198242188,3105.79541015625,3092.9178404958093,500.32525016377787","2069.522216796875,1829.8709716796875,1690.558982431236,1930.2102275484235",PM-BB-TOWER-0008-C2-B-I-BHOPAL(4).JPG
"1952.9412841796875,1584.3138427734375,1595.2113106129439,1963.8387520191939","19.6077880859375,43.13719940185547,213.86419437628984,190.33478306037188",DJI_20240112164027_0118_V.JPG
"3237.937744140625,3319.260498046875,3343.8143787520603,3262.4916248458103","790.8522338867188,721.6898803710938,750.5609221522285,819.7232756678535",PM-BB-TOWER-0008-C1-T-I-BHOPAL(15).JPG
"1749.0196533203125,2317.646728515625,2312.451559466431,1743.8244842711185","23.529409408569336,70.58822631835938,133.36315300747174,86.3043360976817",PM-BB-TOWER-0013-C1-B-I(6).JPG
"2007.8431396484375,2799.999755859375,2715.7815817483724,1923.624965537435","1701.9608154296875,1945.097900390625,2219.4862514640686,1976.349166503131",PM-BB-TOWER-0011-C1-B-I(10).JPG
"1645.0980224609375,2268.62744140625,2216.6040649201186,1593.0746459748061","437.2548828125,245.09800720214844,76.28746837059751,268.44434398094904",PM-BB-TOWER-0016-C2-B-I(8).JPG
"1445.098388671875,2372.549072265625,2353.6712335264374,1426.2205499326876","2537.255126953125,2441.176513671875,2258.9479838722177,2355.0265971534677",PM-BB-TOWER-0008-C1-T-I-BHOPAL(3).JPG
"740.74072265625,888.8887939453125,873.0307985468485,724.882727257786","754.8108520507812,785.3118896484375,862.3365293929492,831.8354917952929",PM-BB-TOWER-0012-C1-B-I(3).JPG
"1967.2611083984375,2391.18701171875,2385.7998685162775,1961.8739651959652","2573.127685546875,2619.57373046875,2668.74367706518,2622.297632143305",PM-BB-TOWER-0012-C2-B-I(10).JPG
"3690.15234375,3990.7822265625,3991.479429912334,3690.849547099834","1545.2852783203125,1547.9315185546875,1468.7247410919492,1466.0785008575742",PM-BB-TOWER-0018-C2-B-I-BHOPAL(7).JPG
"2082.35302734375,2054.902099609375,1812.7611097259955,1840.2120374603705","137.25494384765625,2972.549072265625,2970.2046965099685,134.9105680919996",PM-BB-TOWER-0013-C1-B-I(6).JPG
"914,3128,3128,914","0,0,2774,2774",PM-BB-TOWER-0005-C1-0-TB(2).JPG
"2095.506591796875,2503.688232421875,2506.433805710818,2098.252165085818","2438.251220703125,2461.89111328125,2414.4842730922255,2390.8443805141005",PM-BB-TOWER-0017-C2-B-I(6).JPG
"3433.3330078125,3611.76416015625,3611.763725737868,3433.332573394118","1552.94091796875,1552.9410400390625,2187.9338646371843,2187.933742566872",PM-BB-TOWER-0007-C1-B-I-SS(5).JPG
"2329.41162109375,2372.549072265625,3772.6391664956936,3729.5017153238186","1643.136962890625,1533.3331298828125,2083.3714702727902,2193.1753032806027",PM-BB-TOWER-0006-C1-B-MJ(2).JPG
"1293.8275146484375,1317.388427734375,1221.47511548904,1197.9142024031025","1435.0438232421875,1584.7689208984375,1599.8619497157233,1450.1368520594733",DJI_20240112163651_0098_V.JPG
"1019.6077880859375,2049.019287109375,2030.3062601838444,1000.894761160407","2694.11767578125,2609.8037109375,2381.3314153412116,2465.6453801849616",PM-BB-TOWER-0017-C2-B-I(9).JPG
"1675.3753662109375,2147.416259765625,2146.030708100572,1673.9898145458847","2740.3505859375,2743.9814453125,2924.1142950012263,2920.4834356262263",PM-BB-TOWER-AP1-C1-0-TB(9).JPG
"207.84317016601562,2423.529052734375,2545.274218611111,329.58833604275134","1290.196044921875,1052.9410400390625,2189.8993328146516,2427.154337697464",PM-BB-TOWER-0015-C2-0-TB(4).JPG
"2459.5859375,2750.828857421875,2742.9780794745816,2451.7351595527066","305.33026123046875,269.3977355957031,205.7650392395164,241.69756487428202",PM-BB-TOWER-0014-C2-T-I(14).JPG
"235.29409790039062,525.4900512695312,513.8539757871041,223.65802241796345","1717.646728515625,1737.254638671875,1909.4678929753634,1889.8599828191134",PM-BB-TOWER-0005-C1-T-I(16).JPG
"1440.549560546875,2644.43115234375,2630.5996835700244,1426.7180917731496","1725.832275390625,1464.26171875,1400.6022195385535,1662.1727761791785",DJI_20240112164437_0144_V.JPG
"1611.3021240234375,1921.392822265625,1927.033760379688,1616.9430621375004","114.7711181640625,143.95611572265625,84.02112909060645,54.8361315320127",PM-BB-TOWER-0010-C1-B-I(11).JPG
"1026.6158447265625,1217.2476806640625,1341.956174532076,1151.324338594576","1820.0618896484375,2003.885498046875,1874.5582078789494,1690.7345994805119",PM-BB-TOWER-0008-C2-M-JC(1).JPG
"957.678466796875,976.0651245117188,948.5500085365204,930.1633508216767","1497.3880615234375,1660.240478515625,1663.347039835157,1500.4946228429694",DJI_20240112162306_0016_V.JPG
"1246.1873779296875,1052.2874755859375,1379.1596567805511,1573.0595591243011","2003.4859619140625,2785.620849609375,2866.656084080612,2084.5211963852994",DJI_20240112163728_0103_V.JPG
"1611.3021240234375,1921.392822265625,1927.033760379688,1616.9430621375004","114.7711181640625,143.95611572265625,84.02112909060645,54.8361315320127",PM-BB-TOWER-0010-C1-B-I(11).JPG
"374.86688232421875,637.075927734375,659.6158439368397,397.40679852668353","1457.947509765625,1369.0245361328125,1435.4884618161564,1524.4114354489689",PM-BB-TOWER-0008-C1-B-I-BHOPAL(24).JPG
